state,date,critical_staffing_shortage_today_yes,critical_staffing_shortage_anticipated_within_week_yes,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid,state,date,critical_staffing_shortage_today_yes_wkLtr,critical_staffing_shortage_anticipated_within_week_yes
ME,8/22/2020,3,4,0,0,7,33,ME,8/29/2020,2,3
MI,8/22/2020,4,6,5,12,394,630,MI,8/29/2020,4,6
MN,8/22/2020,6,11,4,13,296,460,MN,8/29/2020,12,15
MO,8/22/2020,20,28,10,24,678,870,MO,8/29/2020,36,43
MS,8/22/2020,30,40,0,5,699,754,MS,8/29/2020,31,36
MT,8/22/2020,7,9,0,0,63,64,MT,8/29/2020,7,11
NC,8/22/2020,3,10,6,22,897,1261,NC,8/29/2020,1,3
ND,8/22/2020,11,12,0,1,69,79,ND,8/29/2020,11,11
NE,8/22/2020,10,13,39,42,99,127,NE,8/29/2020,11,14
NH,8/22/2020,3,5,0,0,11,32,NH,8/29/2020,3,6
NJ,8/22/2020,8,8,2,3,154,663,NJ,8/29/2020,11,10
NM,8/22/2020,13,12,1,6,59,94,NM,8/29/2020,10,11
NV,8/22/2020,6,9,2,5,721,837,NV,8/29/2020,6,10
NY,8/22/2020,6,6,13,60,510,1346,NY,8/29/2020,7,7
OH,8/22/2020,9,10,4,16,804,1381,OH,8/29/2020,8,9
OK,8/22/2020,19,26,5,10,497,531,OK,8/29/2020,32,46
OR,8/22/2020,4,4,6,11,88,160,OR,8/29/2020,1,3
PA,8/22/2020,20,23,52,76,547,981,PA,8/29/2020,22,23
PR,8/22/2020,6,6,3,27,256,382,PR,8/29/2020,8,9
RI,8/22/2020,1,1,1,1,84,90,RI,8/29/2020,2,2
SC,8/22/2020,43,47,3,4,878,1026,SC,8/29/2020,43,46
SD,8/22/2020,6,8,13,13,48,57,SD,8/29/2020,6,9
TN,8/22/2020,21,21,7,13,951,1057,TN,8/29/2020,23,19
TX,8/22/2020,104,126,74,96,5449,6559,TX,8/29/2020,108,120
UT,8/22/2020,4,5,7,9,145,159,UT,8/29/2020,4,4
VA,8/22/2020,10,15,3,3,626,912,VA,8/29/2020,11,15
VI,8/22/2020,1,1,0,0,9,9,VI,8/29/2020,1,1
VT,8/22/2020,2,1,0,3,2,9,VT,8/29/2020,2,1
WA,8/22/2020,15,19,2,3,241,312,WA,8/29/2020,13,17
WI,8/22/2020,10,7,1,1,367,599,WI,8/29/2020,7,6
WV,8/22/2020,9,10,0,1,152,204,WV,8/29/2020,8,8
WY,8/22/2020,2,2,0,0,15,22,WY,8/29/2020,2,2
AK,8/21/2020,1,1,2,2,33,39,AK,8/28/2020,1,1
AL,8/21/2020,33,38,8,11,1197,1394,AL,8/28/2020,35,37
AR,8/21/2020,25,27,4,7,478,715,AR,8/28/2020,35,34
AZ,8/21/2020,24,24,20,27,887,1092,AZ,8/28/2020,23,24
CA,8/21/2020,90,107,51,114,4842,6055,CA,8/28/2020,83,107
CO,8/21/2020,4,7,65,74,208,287,CO,8/28/2020,6,6
CT,8/21/2020,0,0,0,2,65,178,CT,8/28/2020,0,0
DC,8/21/2020,2,2,6,13,99,118,DC,8/28/2020,2,2
DE,8/21/2020,1,1,0,0,44,72,DE,8/28/2020,1,1
FL,8/21/2020,9,9,41,642,5345,5766,FL,8/28/2020,10,20
GA,8/21/2020,46,44,20,81,1683,2144,GA,8/28/2020,44,44
HI,8/21/2020,2,2,1,6,194,223,HI,8/28/2020,4,4
IA,8/21/2020,8,7,2,6,266,319,IA,8/28/2020,6,7
ID,8/21/2020,6,6,1,1,165,190,ID,8/28/2020,7,5
IL,8/21/2020,17,19,12,51,791,1454,IL,8/28/2020,19,22
IN,8/21/2020,20,19,4,18,506,849,IN,8/28/2020,19,19
KS,8/21/2020,22,26,0,1,194,270,KS,8/28/2020,19,25
KY,8/21/2020,1,3,3,17,447,635,KY,8/28/2020,2,5
LA,8/21/2020,39,44,5,20,1365,920,LA,8/28/2020,37,44
MA,8/21/2020,5,5,5,10,119,269,MA,8/28/2020,5,5
MD,8/21/2020,8,6,2,5,430,788,MD,8/28/2020,6,6
ME,8/21/2020,3,4,0,0,9,33,ME,8/28/2020,2,3
MI,8/21/2020,4,6,6,8,411,642,MI,8/28/2020,4,7
MN,8/21/2020,7,9,5,17,277,435,MN,8/28/2020,12,15
MO,8/21/2020,20,30,11,26,680,850,MO,8/28/2020,38,44
MS,8/21/2020,31,40,4,9,739,785,MS,8/28/2020,31,37
MT,8/21/2020,7,9,0,0,64,63,MT,8/28/2020,7,11
NC,8/21/2020,2,10,7,19,948,1347,NC,8/28/2020,1,3
ND,8/21/2020,12,13,1,2,71,89,ND,8/28/2020,13,13
NE,8/21/2020,12,15,43,45,95,115,NE,8/28/2020,10,13
NH,8/21/2020,4,4,0,0,14,42,NH,8/28/2020,2,6
NJ,8/21/2020,10,10,0,1,246,189,NJ,8/28/2020,10,10
NM,8/21/2020,11,10,1,6,70,97,NM,8/28/2020,10,12
NV,8/21/2020,8,11,2,5,743,891,NV,8/28/2020,4,7
NY,8/21/2020,7,6,18,58,518,1395,NY,8/28/2020,8,7
OH,8/21/2020,11,12,19,27,853,1463,OH,8/28/2020,7,9
OK,8/21/2020,17,26,5,8,522,578,OK,8/28/2020,33,44
OR,8/21/2020,4,5,5,9,96,165,OR,8/28/2020,2,4
PA,8/21/2020,21,23,50,84,554,987,PA,8/28/2020,21,23
PR,8/21/2020,7,7,3,36,271,365,PR,8/28/2020,7,8
RI,8/21/2020,2,2,1,1,82,91,RI,8/28/2020,2,2
SC,8/21/2020,43,47,7,10,873,1012,SC,8/28/2020,43,46
SD,8/21/2020,6,8,14,15,51,58,SD,8/28/2020,6,9
TN,8/21/2020,22,21,8,13,1002,1144,TN,8/28/2020,23,22
TX,8/21/2020,109,127,71,89,5026,6087,TX,8/28/2020,98,116
UT,8/21/2020,5,6,8,8,130,142,UT,8/28/2020,3,5
VA,8/21/2020,11,12,4,9,666,965,VA,8/28/2020,12,16
VI,8/21/2020,1,1,0,0,8,8,VI,8/28/2020,1,1
VT,8/21/2020,2,1,0,1,1,6,VT,8/28/2020,2,1
WA,8/21/2020,13,17,6,7,235,307,WA,8/28/2020,16,17
WI,8/21/2020,9,7,1,3,392,614,WI,8/28/2020,10,6
WV,8/21/2020,10,10,0,0,150,224,WV,8/28/2020,8,9
WY,8/21/2020,3,3,0,0,20,35,WY,8/28/2020,2,2
AK,8/20/2020,1,1,2,3,35,46,AK,8/27/2020,1,1
AL,8/20/2020,28,35,11,19,1195,1398,AL,8/27/2020,35,37
AR,8/20/2020,27,27,8,15,467,707,AR,8/27/2020,28,27
AZ,8/20/2020,22,24,12,20,900,1075,AZ,8/27/2020,23,24
CA,8/20/2020,86,109,39,76,5125,6451,CA,8/27/2020,80,105
CO,8/20/2020,4,7,4,13,155,240,CO,8/27/2020,6,6
CT,8/20/2020,0,0,0,8,56,161,CT,8/27/2020,0,0
DC,8/20/2020,2,1,7,16,90,124,DC,8/27/2020,2,2
DE,8/20/2020,1,1,0,0,48,68,DE,8/27/2020,0,0
FL,8/20/2020,10,10,54,773,5527,5972,FL,8/27/2020,9,21
GA,8/20/2020,43,44,22,84,1756,2193,GA,8/27/2020,45,44
HI,8/20/2020,2,2,1,7,197,215,HI,8/27/2020,4,4
IA,8/20/2020,7,8,3,6,289,345,IA,8/27/2020,6,7
ID,8/20/2020,6,6,2,3,175,197,ID,8/27/2020,8,5
IL,8/20/2020,17,21,25,43,793,1488,IL,8/27/2020,17,21
IN,8/20/2020,17,17,3,15,501,827,IN,8/27/2020,19,18
KS,8/20/2020,20,26,2,4,196,274,KS,8/27/2020,17,22
KY,8/20/2020,1,3,3,15,441,596,KY,8/27/2020,1,5
LA,8/20/2020,40,46,6,22,1417,985,LA,8/27/2020,38,43
MA,8/20/2020,5,5,2,8,130,264,MA,8/27/2020,5,5
MD,8/20/2020,7,5,2,10,442,851,MD,8/27/2020,6,6
ME,8/20/2020,3,4,0,0,9,25,ME,8/27/2020,2,3
MI,8/20/2020,4,7,7,11,430,648,MI,8/27/2020,4,7
MN,8/20/2020,8,10,5,12,260,433,MN,8/27/2020,8,11
MO,8/20/2020,22,31,10,30,689,895,MO,8/27/2020,25,30
MS,8/20/2020,31,39,2,4,749,812,MS,8/27/2020,32,38
MT,8/20/2020,6,7,0,0,65,66,MT,8/27/2020,8,9
NC,8/20/2020,2,13,7,21,946,1332,NC,8/27/2020,1,11
ND,8/20/2020,11,13,1,3,76,98,ND,8/27/2020,14,14
NE,8/20/2020,12,15,52,66,92,112,NE,8/27/2020,10,12
NH,8/20/2020,4,4,0,0,15,45,NH,8/27/2020,2,5
NJ,8/20/2020,10,10,0,0,257,190,NJ,8/27/2020,10,10
NM,8/20/2020,12,10,1,6,73,107,NM,8/27/2020,10,12
NV,8/20/2020,7,11,0,3,728,865,NV,8/27/2020,6,8
NY,8/20/2020,7,6,18,67,528,1461,NY,8/27/2020,8,7
OH,8/20/2020,9,11,6,13,892,1560,OH,8/27/2020,12,13
OK,8/20/2020,19,26,7,9,535,594,OK,8/27/2020,29,37
OR,8/20/2020,3,4,4,8,101,165,OR,8/27/2020,3,6
PA,8/20/2020,20,23,46,67,573,1044,PA,8/27/2020,20,23
PR,8/20/2020,6,6,3,28,255,373,PR,8/27/2020,7,8
RI,8/20/2020,2,2,1,3,77,77,RI,8/27/2020,2,2
SC,8/20/2020,43,47,6,11,920,1067,SC,8/27/2020,43,46
SD,8/20/2020,6,8,11,11,48,52,SD,8/27/2020,6,8
TN,8/20/2020,25,24,10,20,1040,1195,TN,8/27/2020,23,22
TX,8/20/2020,114,131,68,97,5713,6833,TX,8/27/2020,98,116
UT,8/20/2020,6,7,7,7,124,143,UT,8/27/2020,3,6
VA,8/20/2020,11,12,4,7,658,960,VA,8/27/2020,11,15
VI,8/20/2020,1,1,0,0,14,14,VI,8/27/2020,1,1
VT,8/20/2020,1,1,0,1,2,7,VT,8/27/2020,2,1
WA,8/20/2020,17,18,4,5,248,321,WA,8/27/2020,14,19
WI,8/20/2020,9,7,1,2,401,611,WI,8/27/2020,9,6
WV,8/20/2020,10,9,0,2,158,235,WV,8/27/2020,8,9
WY,8/20/2020,3,3,0,0,19,34,WY,8/27/2020,2,2
AK,8/19/2020,2,2,2,2,37,48,AK,8/26/2020,1,1
AL,8/19/2020,29,34,7,16,1230,1439,AL,8/26/2020,36,38
AR,8/19/2020,25,25,3,17,452,696,AR,8/26/2020,27,29
AZ,8/19/2020,23,25,10,13,876,1113,AZ,8/26/2020,23,24
CA,8/19/2020,84,102,59,119,5258,6609,CA,8/26/2020,83,105
CO,8/19/2020,3,6,4,19,147,246,CO,8/26/2020,6,6
CT,8/19/2020,0,0,1,2,48,169,CT,8/26/2020,0,0
DC,8/19/2020,3,2,7,15,91,122,DC,8/26/2020,2,2
DE,8/19/2020,1,1,0,0,46,68,DE,8/26/2020,0,0
FL,8/19/2020,12,12,60,785,5702,6161,FL,8/26/2020,9,20
GA,8/19/2020,41,43,31,98,1768,2200,GA,8/26/2020,44,45
HI,8/19/2020,2,3,0,2,182,202,HI,8/26/2020,4,4
IA,8/19/2020,5,6,4,4,297,337,IA,8/26/2020,6,6
ID,8/19/2020,6,6,1,2,174,190,ID,8/26/2020,7,5
IL,8/19/2020,16,21,26,58,823,1544,IL,8/26/2020,18,20
IN,8/19/2020,19,19,3,16,516,880,IN,8/26/2020,17,17
KS,8/19/2020,20,25,4,4,211,285,KS,8/26/2020,17,21
KY,8/19/2020,1,3,3,17,457,643,KY,8/26/2020,2,4
LA,8/19/2020,41,47,6,22,1448,1072,LA,8/26/2020,38,42
MA,8/19/2020,5,5,3,9,153,339,MA,8/26/2020,5,5
MD,8/19/2020,6,5,2,10,465,852,MD,8/26/2020,7,8
ME,8/19/2020,2,3,1,1,16,56,ME,8/26/2020,2,3
MI,8/19/2020,5,7,9,16,438,655,MI,8/26/2020,5,7
MN,8/19/2020,9,10,9,20,262,433,MN,8/26/2020,8,11
MO,8/19/2020,23,30,11,29,693,896,MO,8/26/2020,22,29
MS,8/19/2020,28,38,1,1,770,816,MS,8/26/2020,32,38
MT,8/19/2020,7,9,1,1,66,70,MT,8/26/2020,8,9
NC,8/19/2020,3,13,7,18,907,1290,NC,8/26/2020,2,11
ND,8/19/2020,11,12,40,52,33,39,ND,8/26/2020,13,13
NE,8/19/2020,10,14,52,57,109,134,NE,8/26/2020,10,12
NH,8/19/2020,5,5,0,0,12,47,NH,8/26/2020,3,5
NJ,8/19/2020,9,9,0,0,246,186,NJ,8/26/2020,9,9
NM,8/19/2020,12,11,1,7,82,128,NM,8/26/2020,12,12
NV,8/19/2020,5,10,1,4,749,934,NV,8/26/2020,8,10
NY,8/19/2020,7,6,20,74,569,1593,NY,8/26/2020,8,7
OH,8/19/2020,9,11,7,24,900,1548,OH,8/26/2020,10,11
OK,8/19/2020,16,26,6,7,530,600,OK,8/26/2020,27,35
OR,8/19/2020,2,4,5,11,102,180,OR,8/26/2020,3,4
PA,8/19/2020,20,23,5,30,584,1048,PA,8/26/2020,21,25
PR,8/19/2020,6,6,1,23,274,347,PR,8/26/2020,7,8
RI,8/19/2020,3,3,0,0,83,86,RI,8/26/2020,2,2
SC,8/19/2020,43,47,6,8,951,1109,SC,8/26/2020,43,46
SD,8/19/2020,4,7,26,31,32,37,SD,8/26/2020,7,8
TN,8/19/2020,23,21,10,17,1065,1225,TN,8/26/2020,23,24
TX,8/19/2020,109,126,65,111,5810,6877,TX,8/26/2020,99,117
UT,8/19/2020,5,7,7,7,136,156,UT,8/26/2020,4,5
VA,8/19/2020,11,12,3,10,682,1011,VA,8/26/2020,11,15
VI,8/19/2020,1,1,0,1,19,19,VI,8/26/2020,1,1
VT,8/19/2020,1,1,0,0,2,9,VT,8/26/2020,2,1
WA,8/19/2020,12,18,1,2,248,339,WA,8/26/2020,15,20
WI,8/19/2020,12,7,2,3,414,662,WI,8/26/2020,8,6
WV,8/19/2020,9,10,0,2,149,219,WV,8/26/2020,9,9
WY,8/19/2020,3,4,0,0,18,30,WY,8/26/2020,2,2
AK,8/18/2020,2,2,2,3,40,51,AK,8/25/2020,1,1
AL,8/18/2020,32,37,9,27,1294,1531,AL,8/25/2020,31,35
AR,8/18/2020,24,26,1,4,439,684,AR,8/25/2020,29,28
AZ,8/18/2020,24,26,9,14,917,1144,AZ,8/25/2020,23,24
CA,8/18/2020,80,94,54,102,5292,6716,CA,8/25/2020,79,101
CO,8/18/2020,4,6,2,23,151,228,CO,8/25/2020,5,6
CT,8/18/2020,0,0,0,1,50,128,CT,8/25/2020,0,0
DC,8/18/2020,3,2,7,13,94,131,DC,8/25/2020,2,2
DE,8/18/2020,0,0,0,0,38,66,DE,8/25/2020,1,1
FL,8/18/2020,8,9,73,821,5894,6349,FL,8/25/2020,9,19
GA,8/18/2020,42,42,35,106,1798,2203,GA,8/25/2020,43,47
HI,8/18/2020,2,3,0,3,188,214,HI,8/25/2020,4,4
IA,8/18/2020,5,5,2,9,297,357,IA,8/25/2020,7,7
ID,8/18/2020,6,6,1,1,175,189,ID,8/25/2020,6,4
IL,8/18/2020,17,19,25,57,830,1617,IL,8/25/2020,18,19
IN,8/18/2020,20,19,4,15,531,808,IN,8/25/2020,14,16
KS,8/18/2020,18,24,12,12,196,264,KS,8/25/2020,18,23
KY,8/18/2020,1,3,2,13,466,644,KY,8/25/2020,2,4
LA,8/18/2020,41,47,6,28,1439,978,LA,8/25/2020,38,42
MA,8/18/2020,5,5,3,7,145,319,MA,8/25/2020,5,5
MD,8/18/2020,5,5,3,8,478,836,MD,8/25/2020,6,7
ME,8/18/2020,2,3,2,2,10,33,ME,8/25/2020,2,3
MI,8/18/2020,3,8,10,16,439,667,MI,8/25/2020,4,7
MN,8/18/2020,9,10,7,19,265,470,MN,8/25/2020,7,10
MO,8/18/2020,23,30,7,22,681,881,MO,8/25/2020,21,30
MS,8/18/2020,32,39,0,1,797,862,MS,8/25/2020,30,38
MT,8/18/2020,7,10,1,1,70,74,MT,8/25/2020,5,6
NC,8/18/2020,3,13,9,24,922,1376,NC,8/25/2020,1,8
ND,8/18/2020,10,12,1,1,77,92,ND,8/25/2020,13,11
NE,8/18/2020,9,13,57,70,100,120,NE,8/25/2020,10,12
NH,8/18/2020,4,4,0,0,12,44,NH,8/25/2020,2,5
NJ,8/18/2020,9,9,0,0,285,190,NJ,8/25/2020,11,11
NM,8/18/2020,11,10,1,4,83,109,NM,8/25/2020,12,12
NV,8/18/2020,7,10,1,4,730,897,NV,8/25/2020,5,8
NY,8/18/2020,9,7,17,93,586,1593,NY,8/25/2020,8,6
OH,8/18/2020,8,10,7,31,947,1647,OH,8/25/2020,10,11
OK,8/18/2020,17,25,9,10,530,596,OK,8/25/2020,21,26
OR,8/18/2020,3,4,6,11,110,191,OR,8/25/2020,3,4
PA,8/18/2020,25,26,8,46,587,1043,PA,8/25/2020,20,26
PR,8/18/2020,8,8,4,26,295,375,PR,8/25/2020,7,8
RI,8/18/2020,2,2,1,2,81,84,RI,8/25/2020,1,1
SC,8/18/2020,43,47,8,8,983,1158,SC,8/25/2020,43,46
SD,8/18/2020,5,7,10,10,55,62,SD,8/25/2020,7,8
TN,8/18/2020,22,19,12,21,1081,1242,TN,8/25/2020,22,23
TX,8/18/2020,112,122,62,95,6110,7268,TX,8/25/2020,104,125
UT,8/18/2020,5,7,7,7,127,150,UT,8/25/2020,3,6
VA,8/18/2020,11,12,5,13,689,975,VA,8/25/2020,10,15
VI,8/18/2020,1,1,0,1,21,21,VI,8/25/2020,1,1
VT,8/18/2020,1,1,0,1,2,10,VT,8/25/2020,2,1
WA,8/18/2020,10,19,2,3,253,351,WA,8/25/2020,12,18
WI,8/18/2020,10,7,1,4,428,660,WI,8/25/2020,8,6
WV,8/18/2020,9,10,0,1,142,209,WV,8/25/2020,9,9
WY,8/18/2020,3,4,0,0,15,24,WY,8/25/2020,2,2
AK,8/17/2020,1,1,2,3,37,43,AK,8/24/2020,0,0
AL,8/17/2020,28,36,15,26,1303,1508,AL,8/24/2020,35,37
AR,8/17/2020,26,28,2,4,448,721,AR,8/24/2020,29,30
AZ,8/17/2020,25,27,9,13,911,1161,AZ,8/24/2020,24,25
CA,8/17/2020,88,101,63,109,5296,6697,CA,8/24/2020,90,107
CO,8/17/2020,2,5,1,19,161,242,CO,8/24/2020,4,5
CT,8/17/2020,0,0,0,2,48,124,CT,8/24/2020,0,0
DC,8/17/2020,2,1,7,14,87,130,DC,8/24/2020,2,2
DE,8/17/2020,1,1,0,0,37,61,DE,8/24/2020,1,1
FL,8/17/2020,10,10,63,854,5983,6535,FL,8/24/2020,8,19
GA,8/17/2020,42,42,32,87,1757,2199,GA,8/24/2020,43,47
HI,8/17/2020,2,2,0,5,179,196,HI,8/24/2020,2,3
IA,8/17/2020,5,6,2,3,282,334,IA,8/24/2020,7,7
ID,8/17/2020,7,7,1,2,176,203,ID,8/24/2020,7,4
IL,8/17/2020,15,19,21,71,797,1534,IL,8/24/2020,18,18
IN,8/17/2020,19,16,4,13,539,835,IN,8/24/2020,14,17
KS,8/17/2020,18,24,6,7,197,323,KS,8/24/2020,17,23
KY,8/17/2020,1,3,8,15,429,624,KY,8/24/2020,1,3
LA,8/17/2020,40,46,5,24,1472,992,LA,8/24/2020,38,43
MA,8/17/2020,5,5,2,10,154,330,MA,8/24/2020,5,5
MD,8/17/2020,5,5,2,21,469,830,MD,8/24/2020,7,7
ME,8/17/2020,2,3,1,1,14,33,ME,8/24/2020,3,4
MI,8/17/2020,4,7,6,11,447,673,MI,8/24/2020,5,6
MN,8/17/2020,9,10,6,14,253,448,MN,8/24/2020,7,10
MO,8/17/2020,22,33,6,22,657,861,MO,8/24/2020,23,30
MS,8/17/2020,32,40,1,2,841,922,MS,8/24/2020,32,40
MT,8/17/2020,6,9,4,4,67,82,MT,8/24/2020,8,9
NC,8/17/2020,2,11,8,20,903,1304,NC,8/24/2020,1,10
ND,8/17/2020,12,14,1,3,65,76,ND,8/24/2020,12,11
NE,8/17/2020,10,14,52,58,105,131,NE,8/24/2020,10,12
NH,8/17/2020,2,2,0,0,12,33,NH,8/24/2020,3,5
NJ,8/17/2020,11,10,0,0,282,192,NJ,8/24/2020,10,9
NM,8/17/2020,11,10,1,8,84,106,NM,8/24/2020,12,12
NV,8/17/2020,5,9,1,3,775,935,NV,8/24/2020,7,9
NY,8/17/2020,9,7,113,189,579,1476,NY,8/24/2020,7,5
OH,8/17/2020,8,10,6,38,927,1525,OH,8/24/2020,10,11
OK,8/17/2020,21,29,8,9,489,606,OK,8/24/2020,19,25
OR,8/17/2020,2,4,4,6,107,175,OR,8/24/2020,3,5
PA,8/17/2020,23,24,24,58,598,1008,PA,8/24/2020,20,25
PR,8/17/2020,6,7,1,18,238,382,PR,8/24/2020,6,7
RI,8/17/2020,2,2,2,2,77,80,RI,8/24/2020,1,1
SC,8/17/2020,43,46,6,10,957,1100,SC,8/24/2020,43,46
SD,8/17/2020,5,7,15,15,57,67,SD,8/24/2020,7,8
TN,8/17/2020,22,21,6,13,1044,1261,TN,8/24/2020,24,23
TX,8/17/2020,117,124,62,94,6323,7371,TX,8/24/2020,103,123
UT,8/17/2020,5,7,7,8,130,187,UT,8/24/2020,3,6
VA,8/17/2020,11,13,5,8,659,985,VA,8/24/2020,11,15
VI,8/17/2020,1,1,0,0,8,8,VI,8/24/2020,1,1
VT,8/17/2020,1,1,0,1,3,10,VT,8/24/2020,1,1
WA,8/17/2020,12,18,4,4,203,279,WA,8/24/2020,14,19
WI,8/17/2020,9,8,2,9,406,657,WI,8/24/2020,9,6
WV,8/17/2020,9,11,0,2,137,209,WV,8/24/2020,9,10
WY,8/17/2020,3,4,0,0,15,25,WY,8/24/2020,2,2
AK,8/16/2020,2,2,0,0,29,37,AK,8/23/2020,1,1
AL,8/16/2020,32,33,27,36,1291,1517,AL,8/23/2020,34,38
AR,8/16/2020,23,23,14,21,437,648,AR,8/23/2020,25,23
AZ,8/16/2020,24,25,11,18,975,1209,AZ,8/23/2020,23,24
CA,8/16/2020,82,88,45,70,5150,6554,CA,8/23/2020,90,106
CO,8/16/2020,3,5,60,90,200,274,CO,8/23/2020,3,5
CT,8/16/2020,0,0,0,3,48,133,CT,8/23/2020,0,0
DC,8/16/2020,2,1,5,11,93,127,DC,8/23/2020,0,0
DE,8/16/2020,1,1,0,0,35,51,DE,8/23/2020,1,1
FL,8/16/2020,10,10,44,718,6052,6591,FL,8/23/2020,8,18
GA,8/16/2020,41,43,28,101,1693,2169,GA,8/23/2020,45,46
HI,8/16/2020,1,1,0,2,137,144,HI,8/23/2020,1,1
IA,8/16/2020,4,5,3,4,275,309,IA,8/23/2020,9,7
ID,8/16/2020,7,7,1,1,164,183,ID,8/23/2020,8,5
IL,8/16/2020,15,20,24,78,772,1609,IL,8/23/2020,16,18
IN,8/16/2020,12,13,3,28,540,888,IN,8/23/2020,12,16
KS,8/16/2020,20,24,3,4,184,295,KS,8/23/2020,20,26
KY,8/16/2020,2,4,1,18,414,558,KY,8/23/2020,1,2
LA,8/16/2020,40,45,6,18,1437,968,LA,8/23/2020,38,44
MA,8/16/2020,5,5,2,3,154,338,MA,8/23/2020,5,5
MD,8/16/2020,5,5,0,9,448,831,MD,8/23/2020,10,9
ME,8/16/2020,3,3,0,0,12,29,ME,8/23/2020,3,4
MI,8/16/2020,4,6,7,15,425,636,MI,8/23/2020,3,6
MN,8/16/2020,7,9,6,20,243,402,MN,8/23/2020,6,11
MO,8/16/2020,21,30,8,16,637,863,MO,8/23/2020,20,27
MS,8/16/2020,33,40,1,3,841,928,MS,8/23/2020,32,40
MT,8/16/2020,5,7,6,6,64,68,MT,8/23/2020,7,9
NC,8/16/2020,5,11,8,18,820,1183,NC,8/23/2020,1,9
ND,8/16/2020,12,13,2,3,59,76,ND,8/23/2020,11,13
NE,8/16/2020,10,12,42,50,118,145,NE,8/23/2020,11,14
NH,8/16/2020,2,4,0,0,13,32,NH,8/23/2020,4,5
NJ,8/16/2020,11,9,0,0,307,265,NJ,8/23/2020,10,12
NM,8/16/2020,12,11,1,6,88,125,NM,8/23/2020,11,12
NV,8/16/2020,6,9,1,5,758,921,NV,8/23/2020,6,9
NY,8/16/2020,6,6,117,191,567,1444,NY,8/23/2020,6,6
OH,8/16/2020,9,11,8,38,899,1496,OH,8/23/2020,8,10
OK,8/16/2020,17,27,5,7,425,528,OK,8/23/2020,17,25
OR,8/16/2020,2,2,4,5,140,203,OR,8/23/2020,3,3
PA,8/16/2020,21,24,8,13,588,1005,PA,8/23/2020,20,24
PR,8/16/2020,6,7,1,23,252,358,PR,8/23/2020,6,7
RI,8/16/2020,2,2,2,2,80,80,RI,8/23/2020,2,2
SC,8/16/2020,43,46,10,12,949,1095,SC,8/23/2020,43,47
SD,8/16/2020,3,7,14,14,51,60,SD,8/23/2020,6,8
TN,8/16/2020,22,21,8,15,969,1166,TN,8/23/2020,22,22
TX,8/16/2020,118,132,78,110,6425,7526,TX,8/23/2020,103,123
UT,8/16/2020,4,7,7,7,136,161,UT,8/23/2020,4,6
VA,8/16/2020,11,12,2,2,675,968,VA,8/23/2020,10,15
VI,8/16/2020,1,1,0,0,8,8,VI,8/23/2020,1,1
VT,8/16/2020,1,1,0,0,4,18,VT,8/23/2020,2,1
WA,8/16/2020,14,18,8,9,380,531,WA,8/23/2020,12,16
WI,8/16/2020,11,7,1,1,396,662,WI,8/23/2020,10,7
WV,8/16/2020,8,9,1,3,138,199,WV,8/23/2020,8,10
WY,8/16/2020,4,2,0,0,16,20,WY,8/23/2020,2,2
AK,8/15/2020,2,2,0,0,34,45,AK,8/22/2020,1,1
AL,8/15/2020,30,35,28,41,1258,1499,AL,8/22/2020,33,38
AR,8/15/2020,26,24,13,21,420,674,AR,8/22/2020,25,24
AZ,8/15/2020,25,25,9,16,967,1211,AZ,8/22/2020,23,24
CA,8/15/2020,92,108,58,99,5162,6503,CA,8/22/2020,93,108
CO,8/15/2020,3,5,61,90,199,267,CO,8/22/2020,3,5
CT,8/15/2020,0,0,0,3,49,133,CT,8/22/2020,0,0
DC,8/15/2020,2,1,3,11,95,128,DC,8/22/2020,0,0
DE,8/15/2020,1,1,0,0,36,54,DE,8/22/2020,1,1
FL,8/15/2020,13,11,55,660,6144,6724,FL,8/22/2020,7,17
GA,8/15/2020,42,45,28,97,1675,2135,GA,8/22/2020,43,45
HI,8/15/2020,1,1,1,4,144,169,HI,8/22/2020,1,1
IA,8/15/2020,5,7,2,4,263,309,IA,8/22/2020,8,8
ID,8/15/2020,7,7,1,1,165,180,ID,8/22/2020,6,5
IL,8/15/2020,15,20,20,63,767,1606,IL,8/22/2020,17,18
IN,8/15/2020,11,14,3,31,534,892,IN,8/22/2020,13,16
KS,8/15/2020,21,24,3,8,187,272,KS,8/22/2020,21,26
KY,8/15/2020,1,3,0,21,420,592,KY,8/22/2020,1,3
LA,8/15/2020,39,45,7,10,1447,940,LA,8/22/2020,39,44
MA,8/15/2020,5,5,2,3,152,336,MA,8/22/2020,5,5
MD,8/15/2020,5,5,0,28,457,820,MD,8/22/2020,9,8
ME,8/15/2020,2,2,0,0,8,32,ME,8/22/2020,3,4
MI,8/15/2020,5,6,3,13,418,646,MI,8/22/2020,4,6
MN,8/15/2020,8,9,5,17,237,395,MN,8/22/2020,6,11
MO,8/15/2020,20,29,8,27,621,841,MO,8/22/2020,20,28
MS,8/15/2020,31,39,7,9,836,919,MS,8/22/2020,30,40
MT,8/15/2020,5,8,6,6,60,67,MT,8/22/2020,7,9
NC,8/15/2020,9,17,9,23,783,1040,NC,8/22/2020,3,10
