critical_staffing_shortage_today_yes,critical_staffing_shortage_anticipated_within_week_yes,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_covid
7,7,505,431,2,1
7,8,1210,471,57,15
10,14,1072,657,20,4
35,46,558,482,10,5
2,2,167,92,4,2
22,23,924,495,25,10
9,9,373,221,31,3
2,2,81,80,1,1
42,44,723,578,6,2
6,8,78,71,28,28
24,20,1043,887,8,4
3,4,155,124,4,4
15,20,818,564,4,0
1,1,2,2,0,0
1,1,3,1,1,0
13,18,353,239,14,2
9,8,589,367,9,0
7,8,216,154,3,1
2,2,34,16,2,0
2,3,39,28,1,0
29,33,970,820,14,7
34,35,517,382,6,3
24,24,537,303,13,6
78,91,3743,2903,48,26
7,7,265,150,14,8
0,0,151,64,1,0
2,2,138,95,11,5
2,2,93,81,0,0
42,42,2027,1525,117,46
2,2,179,171,4,1
4,6,312,269,10,4
6,4,145,123,4,4
15,20,1442,812,66,34
14,17,731,458,10,2
26,30,279,203,7,4
1,4,543,393,15,0
41,44,644,1066,13,9
8,7,270,130,2,1
5,6,724,379,8,2
5,5,31,11,2,0
5,5,554,384,19,1
14,16,360,253,11,7
34,42,1011,791,21,12
31,35,543,492,1,0
10,12,108,101,3,0
3,7,1103,729,30,11
14,15,109,98,0,0
10,11,202,165,12,11
2,5,29,7,0,0
9,9,631,259,64,32
14,13,89,50,2,0
6,6,438,379,2,3
7,8,1294,486,64,23
8,13,1110,655,43,6
36,46,540,466,13,12
2,2,158,92,2,1
22,23,970,519,65,50
9,11,402,240,28,3
2,2,80,79,1,1
42,44,743,582,4,4
6,8,77,68,28,28
21,19,1038,886,11,3
3,4,164,126,6,3
14,19,803,565,3,0
1,1,2,2,0,0
1,1,3,1,0,0
14,17,364,233,16,2
8,8,580,364,4,0
6,8,222,149,2,1
2,2,32,14,1,0
2,3,35,27,0,0
32,34,992,842,10,3
36,37,497,380,10,2
24,24,550,326,37,30
85,98,3878,3017,61,29
7,7,219,146,12,9
0,0,150,59,1,1
2,2,128,104,19,5
2,2,98,84,0,0
43,42,2089,1574,129,50
3,2,164,154,2,0
4,5,323,287,4,2
6,4,143,129,2,2
17,22,1548,932,87,52
14,16,802,477,8,2
25,32,274,203,6,5
1,4,613,404,17,0
41,45,649,1080,9,7
8,7,281,139,4,2
6,6,691,375,8,1
5,5,27,11,0,0
6,5,586,388,11,1
13,16,374,257,8,4
35,43,977,755,31,22
31,35,548,499,4,3
10,12,110,106,0,0
11,15,1195,773,22,8
14,14,120,98,6,2
10,11,178,150,18,16
2,5,34,7,0,0
10,10,651,257,77,40
13,12,91,58,1,0
5,6,510,442,39,2
8,8,1273,507,38,12
10,14,1146,680,34,5
35,44,539,483,19,16
3,3,173,98,5,3
21,21,961,504,66,48
9,9,374,223,36,6
2,2,80,79,1,1
42,44,761,609,4,2
6,8,77,72,27,27
23,22,1064,933,10,4
3,4,168,120,5,4
15,20,865,591,4,1
1,1,1,1,0,0
2,1,3,1,1,0
15,16,359,260,17,2
8,8,574,362,5,0
9,7,207,149,0,0
2,2,31,12,0,0
1,3,45,33,0,0
31,33,1000,855,12,4
37,39,544,370,9,3
26,26,553,355,15,10
83,98,4043,3173,61,24
7,7,233,152,14,7
0,0,156,52,2,0
2,2,128,101,14,5
1,1,94,79,1,0
41,42,2131,1584,112,36
3,3,225,215,0,0
5,6,325,283,3,2
7,4,157,137,2,1
16,21,1628,948,96,56
14,16,800,479,9,4
25,31,287,208,7,6
1,4,572,426,12,0
41,45,675,1102,10,6
7,7,277,143,9,2
6,6,665,363,7,0
4,3,28,10,0,0
7,5,605,400,19,1
13,16,408,268,15,3
35,43,944,759,25,9
30,37,557,517,3,2
10,9,124,112,3,1
2,5,1266,798,29,10
14,13,126,104,3,2
10,12,195,161,19,15
2,5,25,8,2,0
10,10,684,264,38,-1
13,12,93,58,4,0
5,7,496,425,7,5
8,8,1316,508,51,11
8,12,1220,706,18,7
33,44,524,466,16,15
1,4,185,100,7,2
22,23,939,520,79,51
9,9,391,238,35,5
2,2,84,80,1,1
42,44,802,633,5,2
6,8,68,65,26,26
23,22,1055,911,10,4
4,5,147,124,7,4
14,19,901,623,9,2
1,1,1,1,0,0
1,1,4,1,0,0
14,13,381,254,8,1
8,8,566,347,2,0
9,9,220,151,1,0
2,2,28,17,1,0
2,3,41,33,0,0
32,35,1054,875,14,9
35,40,572,394,11,3
24,26,622,364,13,8
83,102,4195,3299,63,33
6,7,236,153,12,6
0,0,138,53,4,0
2,2,141,97,7,3
1,1,93,74,2,1
41,41,2127,1610,121,41
3,3,219,210,3,0
4,5,329,302,3,2
7,4,163,133,2,2
16,22,1639,962,103,55
16,17,812,499,16,5
25,29,290,208,14,8
1,5,564,420,6,0
42,45,700,1132,13,6
6,6,299,147,9,3
6,6,670,361,7,2
4,3,31,8,0,0
5,5,651,409,12,2
14,17,394,247,9,5
34,43,1014,799,26,13
27,36,570,519,3,1
11,11,128,117,4,0
9,13,1172,816,29,12
14,13,122,111,3,2
9,11,202,162,27,18
3,4,39,8,0,0
10,10,630,273,68,33
13,12,97,65,6,0
5,6,547,463,3,2
8,8,1446,510,63,11
11,13,1246,726,23,6
34,39,521,460,15,14
1,3,163,102,3,2
22,24,1034,518,67,51
9,9,371,242,40,7
2,2,78,77,0,0
42,44,848,662,8,4
6,8,54,54,29,29
25,21,1092,907,9,8
3,4,147,112,8,7
12,18,913,618,7,2
1,1,4,4,0,0
1,1,4,1,0,0
12,13,392,267,4,1
9,7,538,342,5,0
7,9,217,147,1,0
2,2,29,14,0,0
2,3,49,32,1,0
32,36,1035,874,13,8
34,39,538,376,15,9
24,25,607,421,15,8
4,5,218,151,12,7
0,0,162,58,5,0
2,2,133,104,13,3
1,1,91,62,2,1
37,42,1997,1529,95,24
3,3,234,220,1,1
5,6,358,321,9,3
7,4,158,135,2,2
18,21,1641,983,83,35
14,18,777,487,9,1
22,28,296,217,8,4
1,5,582,428,13,1
42,44,706,1144,9,4
7,6,290,153,11,3
6,6,678,367,4,0
5,3,20,7,1,0
3,5,650,428,8,6
13,16,416,277,12,7
34,42,901,757,28,14
30,36,575,526,6,1
11,11,148,134,1,0
3,7,1074,795,31,16
14,14,125,114,2,1
8,10,194,157,32,22
3,4,46,9,1,0
11,11,654,280,63,27
13,12,113,63,1,0
4,8,568,489,5,3
8,8,1292,489,46,9
10,13,1160,697,13,6
35,41,487,437,13,12
1,3,177,98,5,2
23,24,984,544,67,50
9,9,362,236,28,9
2,2,71,71,0,0
42,44,805,677,5,3
5,7,61,60,24,24
23,22,1096,907,16,10
3,4,124,113,7,6
12,18,873,614,7,3
1,1,4,4,0,0
1,1,3,1,0,0
15,14,371,273,1,1
9,7,544,345,2,0
7,9,231,151,2,0
2,2,21,14,0,0
2,3,49,33,0,0
29,34,1036,882,21,10
37,38,540,394,38,35
24,24,602,396,20,12
6,7,231,149,9,4
0,0,141,53,4,1
0,0,118,93,8,3
1,1,91,62,0,0
36,42,1916,1519,98,28
2,2,202,195,1,1
5,5,362,325,9,3
7,4,163,131,2,1
14,21,1577,958,84,36
15,19,837,492,16,2
23,27,279,209,8,7
1,5,534,401,11,4
41,44,715,1131,10,5
6,5,293,154,8,3
5,6,642,348,7,1
4,3,36,9,1,0
5,6,635,410,12,7
12,16,408,277,11,9
34,41,910,745,23,13
31,36,594,538,2,0
10,10,93,84,1,0
7,11,1093,761,23,15
14,13,114,101,3,1
9,12,202,169,10,10
2,4,38,8,0,0
11,11,462,214,59,28
12,11,94,60,1,0
4,6,568,492,3,2
8,9,1228,460,47,11
10,13,1119,684,25,7
30,40,481,428,15,11
2,4,159,89,8,3
22,24,955,530,19,9
9,9,356,245,26,7
2,2,72,72,0,0
43,45,764,655,4,4
4,6,55,58,21,21
20,19,1033,892,12,5
4,5,139,113,6,6
13,17,850,619,5,3
1,1,6,6,0,0
1,1,1,1,0,0
11,15,353,261,3,1
9,7,508,333,4,0
7,9,222,153,3,0
2,2,32,18,1,1
2,3,40,32,0,0
30,35,1020,862,21,11
37,37,519,407,35,34
23,24,600,400,22,13
5,6,265,154,12,3
0,0,149,52,3,1
0,0,109,88,10,4
1,1,89,62,0,0
39,44,1980,1555,102,28
2,2,208,204,2,1
4,6,341,312,4,0
7,4,153,135,3,1
15,20,1512,897,63,21
17,19,761,476,11,2
23,28,267,197,9,8
1,5,521,383,16,2
42,44,727,1120,6,5
8,6,273,140,6,4
6,6,591,336,13,7
4,3,37,7,0,0
5,6,612,404,21,7
12,16,394,282,16,11
35,43,876,719,23,11
32,36,591,521,1,0
8,8,82,76,1,0
4,8,1080,779,35,14
14,13,110,88,4,1
9,13,211,174,10,11
2,4,34,8,0,0
10,10,406,231,24,13
12,11,90,59,8,0
5,7,576,502,4,1
9,9,1235,437,41,8
10,13,1101,685,22,9
36,43,501,446,18,14
3,5,163,92,8,2
22,24,939,516,24,9
9,9,350,255,37,8
2,2,73,73,1,1
43,45,752,615,10,9
6,8,62,60,28,28
20,20,1000,872,14,4
4,5,138,119,8,6
13,17,869,612,5,2
1,1,6,6,0,0
2,1,3,1,0,0
15,16,403,280,2,1
11,7,474,333,1,0
7,9,223,151,2,0
2,2,30,16,1,1
2,3,44,38,0,0
30,35,990,843,20,8
36,37,561,406,36,35
24,24,636,402,20,13
5,6,262,149,12,1
0,0,195,63,4,1
0,0,124,88,8,3
1,1,86,65,0,0
39,44,1953,1553,117,30
2,2,219,208,4,1
5,5,332,308,2,1
7,4,148,137,4,1
15,20,1548,884,80,36
16,19,739,475,10,2
24,29,264,202,9,7
1,5,559,390,16,1
42,44,703,1124,9,5
7,6,357,219,5,3
6,6,610,329,5,2
4,3,37,6,1,1
4,6,613,392,10,6
12,16,411,292,21,8
37,44,892,705,26,15
31,37,624,563,5,1
8,8,71,65,1,0
4,7,1032,729,30,19
14,13,92,79,2,1
8,12,211,174,10,11
5,5,29,10,0,0
11,11,456,219,66,29
11,12,99,55,6,0
3,6,597,513,2,2
9,9,1281,435,39,10
10,14,1124,709,22,8
35,41,503,449,22,18
3,4,149,88,17,4
21,23,989,519,29,13
9,9,344,255,35,8
1,1,74,72,0,0
43,45,781,643,13,11
6,8,67,62,29,28
22,20,1034,888,20,7
3,4,145,114,9,6
12,17,860,613,3,3
1,1,7,7,0,0
2,1,3,1,0,0
15,15,387,271,2,1
9,7,500,325,2,0
7,9,216,151,1,0
2,2,32,16,1,1
1,2,39,27,0,0
30,35,1093,905,14,7
36,39,578,419,34,34
24,24,666,440,17,13
5,6,224,150,7,3
0,0,191,52,4,1
2,2,127,94,10,4
1,1,94,72,0,0
40,44,2037,1622,90,28
3,3,249,235,3,2
4,5,345,312,5,3
7,4,149,133,2,2
17,20,1554,896,70,36
17,20,764,485,10,0
24,30,288,209,6,2
1,6,556,408,13,1
41,45,695,1136,8,7
7,6,364,220,14,4
6,6,640,349,2,0
4,3,31,6,0,0
4,6,626,391,7,3
11,14,440,291,13,9
37,44,917,747,32,17
32,37,661,576,3,2
10,12,87,81,2,0
4,6,1049,754,34,21
13,14,98,85,2,1
10,14,192,156,16,15
4,4,28,9,0,0
12,12,649,273,85,40
11,12,101,59,3,1
5,9,608,528,3,3
10,9,1289,446,39,8
12,16,1177,728,11,9
34,43,511,475,20,18
4,4,152,86,13,1
22,24,1021,567,60,48
9,9,359,259,33,7
2,2,74,74,0,0
43,45,832,677,9,9
6,8,66,59,29,27
25,22,1044,902,13,8
5,5,140,111,6,5
12,17,918,636,6,4
1,1,8,8,0,0
2,1,3,1,0,0
18,18,417,295,6,3
7,7,513,337,6,0
8,9,226,151,3,0
3,3,31,18,4,1
1,2,46,35,1,1
30,34,1067,899,13,9
39,39,588,433,40,34
25,25,771,469,6,5
5,6,230,145,12,5
0,0,187,57,2,1
2,2,116,95,18,2
1,1,91,74,0,0
39,44,2093,1684,87,27
3,3,255,241,2,1
5,7,352,316,8,2
7,4,144,131,4,3
16,19,1523,907,72,36
15,18,852,484,9,3
23,29,281,214,6,2
2,6,588,431,14,2
42,45,711,1165,16,12
6,5,358,216,7,4
6,6,688,366,8,3
3,3,35,10,1,0
3,5,625,389,6,2
12,15,423,288,10,5
40,44,904,721,32,15
30,37,661,587,2,1
11,11,122,112,2,0
4,7,1071,714,32,19
13,14,113,95,3,1
8,12,152,119,44,41
4,4,24,10,2,1
11,10,668,271,85,40
11,12,95,59,2,1
4,6,652,574,4,18
10,9,1377,443,49,11
9,12,1220,749,18,8
31,41,515,471,24,17
4,4,138,82,12,1
21,25,1055,571,60,47
9,9,332,258,27,5
2,2,73,73,0,0
43,45,900,721,8,7
5,8,74,66,29,28
23,22,1070,909,8,4
4,5,147,123,5,5
12,18,921,653,7,5
1,1,8,8,0,0
2,1,2,1,0,0
16,18,396,273,7,2
9,7,498,329,5,1
8,9,216,155,1,0
3,3,28,14,0,0
1,2,43,35,0,0
31,36,1182,987,11,6
36,38,586,410,17,6
24,25,802,515,7,6
7,7,236,153,7,3
0,0,170,65,1,1
3,3,116,90,13,3
1,1,88,70,0,0
39,45,1968,1526,127,45
3,3,262,255,1,1
5,7,361,321,7,2
8,4,139,128,6,6
16,19,1594,917,119,42
17,18,841,504,16,3
23,28,303,222,9,2
1,5,582,420,19,1
41,44,760,1190,14,13
7,6,343,216,6,3
7,6,682,353,9,5
3,3,35,11,0,0
3,5,634,403,5,2
12,15,458,303,9,4
35,41,891,720,29,15
30,37,679,625,1,1
10,11,107,97,3,1
5,8,947,794,31,17
13,14,115,92,1,1
10,14,178,137,54,39
3,5,38,11,1,1
11,10,709,269,90,39
12,12,93,61,5,1
4,7,673,588,4,3
10,9,1368,449,56,16
8,10,1278,778,13,9
33,44,518,481,21,20
2,3,143,82,9,0
20,23,1072,578,65,44
9,9,356,259,24,7
2,2,74,71,0,0
43,46,907,727,9,5
7,9,60,58,28,27
23,22,1089,931,9,5
5,5,151,114,10,8
11,16,970,671,7,4
1,1,10,10,0,0
2,1,2,1,0,0
16,20,387,289,11,3
6,6,517,319,7,1
9,9,201,148,2,0
2,2,23,11,0,0
1,2,50,40,0,0
31,35,1180,1014,16,9
36,35,590,409,9,2
23,25,765,579,11,8
79,101,5193,4031,57,31
6,6,244,162,9,3
0,0,156,66,2,0
2,2,119,92,12,3
1,1,93,77,0,0
40,45,1684,1343,79,28
3,3,264,251,1,1
6,9,343,305,8,4
7,5,142,126,8,6
16,20,1549,890,112,37
16,18,874,525,15,0
23,29,302,219,4,0
1,5,602,413,16,2
40,44,769,1209,13,10
6,6,344,221,8,3
6,6,658,375,12,6
3,3,33,13,0,0
3,5,662,442,8,1
12,15,430,301,9,5
37,43,889,718,28,17
31,37,714,634,1,1
9,10,128,111,0,0
13,14,119,94,1,1
8,12,160,124,55,38
3,5,35,10,1,0
10,10,710,292,66,25
12,12,88,61,4,2
6,9,718,599,3,4
9,8,1379,471,57,14
10,12,1408,809,15,9
31,45,548,501,25,23
1,2,156,94,6,0
19,23,1117,604,80,46
8,9,371,252,28,6
1,1,73,73,0,0
43,46,890,728,9,8
7,9,58,54,27,27
22,20,1112,952,8,3
5,5,156,125,11,8
12,16,942,658,11,4
1,1,11,11,0,0
2,1,3,1,0,0
17,18,401,293,6,1
6,6,534,339,2,1
9,10,207,150,2,0
2,2,17,8,1,0
0,1,39,36,0,0
31,35,1228,1027,37,9
36,36,534,397,5,4
24,25,748,575,12,7
78,97,5200,4116,66,35
7,6,240,159,11,3
0,0,152,57,2,0
2,2,112,90,6,1
1,1,95,75,0,0
35,42,1630,1297,57,8
4,4,264,252,1,1
8,9,336,306,6,5
7,5,165,146,10,10
16,20,1464,851,81,36
16,20,818,535,7,0
22,25,297,223,1,0
1,4,572,403,13,1
41,44,781,1256,11,6
6,6,262,128,12,4
6,6,590,363,9,5
2,3,26,8,0,0
4,5,669,447,6,2
12,15,455,311,13,6
37,43,850,720,28,21
29,36,640,590,4,3
8,11,120,106,0,0
5,7,981,703,25,8
12,13,103,88,1,0
10,12,156,126,43,30
3,5,33,8,0,0
12,11,658,289,63,24
11,11,88,54,3,1
7,9,689,615,2,3
8,7,1172,439,45,14
10,11,1334,788,10,8
32,45,528,518,23,22
2,4,155,90,0,0
23,25,1049,583,66,46
8,9,359,244,30,7
1,1,84,82,0,0
43,46,890,766,7,7
6,9,60,57,23,23
22,18,1068,949,13,6
4,6,139,124,9,9
11,16,896,637,8,2
1,1,9,9,0,0
2,1,1,1,0,0
14,17,399,304,4,1
7,6,476,329,3,1
8,10,195,149,2,0
3,2,10,9,0,0
1,2,37,33,0,0
29,34,1221,1004,13,9
33,33,506,391,11,7
23,24,762,639,6,3
72,95,5177,4121,55,33
6,7,240,155,9,4
0,0,201,55,5,1
0,0,113,85,16,1
1,1,82,64,0,0
39,43,1641,1300,68,14
3,3,231,223,1,1
6,8,311,293,7,6
7,5,160,135,11,10
20,21,1477,836,72,33
15,18,833,516,17,2
17,20,282,211,3,1
2,4,567,397,15,2
41,45,780,1219,9,6
6,6,267,122,5,2
4,5,618,357,15,6
2,3,28,10,0,0
4,6,631,424,19,2
11,14,439,299,13,7
37,43,875,719,24,17
27,36,631,575,3,3
7,11,98,90,1,0
1,3,955,676,20,7
12,12,98,84,1,0
10,13,168,132,48,39
2,6,36,7,0,0
9,10,679,275,74,35
10,11,82,61,4,1
6,10,723,633,2,2
7,7,1237,443,46,14
7,9,1222,773,31,5
32,42,533,499,19,19
1,3,165,101,2,1
20,23,1013,541,18,6
8,9,343,245,27,6
2,2,83,78,0,0
43,46,913,748,12,10
7,9,65,62,20,19
23,22,1067,938,11,9
3,5,135,118,11,9
11,15,909,602,4,2
1,1,11,11,0,0
2,1,5,2,1,0
14,17,411,312,5,1
7,6,516,334,3,1
9,9,185,145,0,0
2,2,15,14,0,0
1,2,36,32,1,1
35,38,1253,1019,15,10
34,32,521,368,9,5
23,25,810,611,8,4
6,7,234,153,8,4
0,0,170,52,4,0
2,2,115,86,11,2
1,1,84,63,0,0
42,44,1723,1336,72,16
3,3,225,218,2,2
6,7,341,302,9,6
7,5,164,133,10,10
18,22,1471,846,74,31
17,19,779,489,17,8
18,21,287,213,2,1
2,5,587,417,15,1
37,43,782,1246,8,10
5,5,233,124,9,2
5,7,604,343,13,3
2,3,39,10,0,0
4,6,629,420,9,3
12,15,473,316,18,9
36,43,878,715,25,16
31,36,676,598,5,4
7,11,95,88,1,0
1,3,919,649,27,5
11,11,100,85,1,0
11,14,169,137,50,39
3,6,30,6,0,0
11,10,687,270,63,30
10,11,99,62,9,2
6,10,738,648,1,2
7,7,1223,445,44,14
8,9,1326,804,24,7
32,46,526,494,22,20
1,3,189,110,2,1
22,23,1012,546,20,8
8,9,341,240,32,4
2,2,74,73,0,0
43,46,939,766,12,12
6,9,59,54,20,20
23,19,1024,882,13,9
4,4,140,120,7,7
11,15,925,620,3,1
1,1,11,11,0,0
2,1,3,1,0,0
13,17,420,311,5,1
7,6,495,325,6,1
8,8,208,148,0,0
2,2,15,14,0,0
1,1,43,35,2,2
35,37,1237,1026,14,10
35,34,557,390,12,5
23,24,834,649,14,6
6,6,220,153,17,2
0,0,176,52,1,0
2,2,129,97,9,3
1,1,88,73,1,0
44,44,1752,1377,71,17
4,4,262,247,4,3
6,7,355,342,6,4
7,5,162,134,11,10
19,22,1543,861,80,27
19,19,834,514,10,3
19,25,298,208,1,0
2,5,578,430,12,2
37,44,775,1243,4,5
5,5,251,124,5,2
6,6,646,365,12,4
2,3,30,11,0,0
4,7,625,413,13,5
12,15,478,320,15,5
38,44,878,715,18,15
31,37,674,623,4,3
7,11,94,85,1,0
1,3,853,606,20,5
13,13,116,95,2,0
10,13,172,131,54,47
2,6,36,8,0,0
10,10,653,92,3,2
10,12,84,56,7,2
4,7,718,627,17,1
8,7,1409,512,55,21
7,9,1401,807,30,9
33,44,535,511,19,15
2,4,181,115,4,2
21,23,1035,551,23,9
7,8,393,227,24,7
2,2,75,71,0,0
43,46,929,784,13,8
6,9,66,60,23,23
23,22,1037,899,12,8
3,5,146,117,8,5
12,16,905,618,4,2
1,1,10,10,0,0
2,1,3,1,0,0
16,17,434,326,6,1
10,6,519,341,2,1
8,9,216,158,0,0
2,2,26,15,1,0
1,1,35,29,1,1
35,37,1284,1074,11,6
28,27,543,392,9,4
23,24,855,663,16,8
6,6,249,161,9,2
0,0,170,61,0,0
2,2,125,103,6,0
0,0,84,68,1,0
45,44,1770,1398,82,21
4,4,259,243,4,4
6,7,345,300,9,4
8,5,160,144,3,2
17,21,1539,861,82,24
19,18,830,544,16,5
17,22,311,216,2,0
1,5,582,415,13,3
38,43,746,1212,17,2
5,5,252,126,13,3
6,6,691,379,10,4
2,3,30,10,0,0
4,7,644,444,9,6
8,11,487,309,9,3
25,30,947,722,32,15
32,38,676,628,2,1
8,9,87,80,0,0
1,11,1324,878,12,4
14,14,112,94,5,0
10,12,148,116,71,52
2,5,33,9,0,0
10,10,650,92,3,2
10,12,101,64,9,1
6,8,766,640,6,1
8,7,1472,524,60,20
12,13,1388,797,26,10
29,37,549,523,8,4
3,6,165,110,7,2
20,23,988,557,46,15
7,8,383,229,29,4
2,2,84,80,2,2
43,46,963,785,8,5
6,8,58,56,23,23
23,22,1050,904,12,8
3,6,160,128,7,5
11,15,902,624,12,10
1,1,9,9,0,0
2,1,13,2,0,0
14,19,458,335,5,2
9,6,483,327,11,2
8,9,218,144,3,0
2,2,17,15,0,0
1,1,47,31,2,2
36,38,1282,1105,14,7
27,29,567,413,13,3
23,24,879,695,18,7
6,6,248,167,15,2
0,0,162,59,5,1
2,2,119,102,12,2
0,0,77,65,1,0
44,45,1841,1509,79,20
4,4,284,264,5,4
6,6,360,302,4,2
7,5,173,151,2,2
18,20,1536,878,76,9
17,17,846,526,17,3
17,21,292,207,0,0
2,4,585,422,19,5
38,42,808,1250,19,2
5,5,267,129,13,4
7,8,736,399,8,4
2,3,38,9,3,0
5,7,682,446,10,6
8,11,488,313,11,3
22,29,925,726,21,11
32,38,695,657,3,0
8,9,91,81,0,0
2,11,1377,915,14,3
13,13,102,85,4,0
10,12,145,109,64,48
3,5,37,9,1,0
9,9,673,99,2,0
12,12,107,67,4,1
8,10,811,670,6,1
8,7,1544,532,45,15
10,11,1372,789,18,3
27,35,520,496,11,7
3,4,179,102,9,1
21,25,1091,558,31,14
7,8,381,230,24,1
2,2,82,81,2,2
43,46,1000,830,5,5
7,8,59,53,21,19
23,24,1089,950,11,5
4,5,148,132,5,5
11,15,961,656,10,4
1,1,10,10,0,0
2,1,5,1,0,0
15,20,460,321,11,3
8,6,574,356,8,1
9,9,238,157,0,0
2,2,17,14,0,0
1,1,45,29,2,2
31,35,1364,1148,13,11
29,28,561,411,8,5
23,24,930,746,18,8
79,101,5780,4621,101,50
5,6,249,151,15,3
0,0,172,59,6,0
2,2,123,100,7,2
1,1,70,57,1,0
43,47,1938,1577,97,34
4,4,275,262,4,3
7,7,350,310,5,3
6,4,160,152,1,1
18,19,1525,873,69,8
14,16,904,537,21,4
18,23,281,197,1,1
2,4,623,428,23,5
38,42,832,1256,13,1
5,5,284,119,11,3
6,7,750,396,5,4
2,3,44,10,0,0
4,7,695,454,12,8
7,10,472,313,10,5
21,30,941,712,27,11
30,38,723,677,7,1
5,6,84,80,1,0
1,8,1408,926,11,3
13,11,95,83,4,0
10,12,147,111,65,53
2,5,32,8,0,0
11,11,641,90,2,5
12,12,109,62,3,2
5,8,820,677,4,1
8,6,1481,541,56,15
10,11,1342,788,36,7
21,26,541,496,1,0
3,4,178,106,7,3
20,26,1042,583,40,18
7,8,376,229,24,1
1,1,89,85,3,2
43,46,1034,840,9,3
7,8,52,49,18,18
22,23,1096,939,17,8
3,6,135,125,7,7
10,15,967,664,11,8
1,1,10,10,0,0
2,1,6,1,1,0
12,18,445,319,9,2
8,6,637,394,10,3
9,9,223,153,2,0
2,2,33,16,0,0
0,0,48,32,2,2
35,37,1373,1170,16,12
29,30,549,419,18,16
24,25,977,797,8,5
4,5,229,159,15,3
0,0,173,59,4,0
2,2,130,103,14,5
1,1,64,44,0,0
43,47,2077,1651,95,30
2,3,261,242,6,4
7,7,329,291,4,3
7,4,169,149,1,1
18,18,1485,820,55,6
14,17,954,525,9,1
17,23,276,197,2,2
1,3,608,448,19,2
38,43,815,1262,20,5
5,5,273,122,12,4
7,7,673,381,8,5
3,4,30,9,3,0
5,6,644,446,16,8
7,10,486,318,11,4
23,30,854,674,20,13
32,40,756,701,7,0
8,9,78,70,0,0
1,10,1353,909,15,3
12,11,91,70,5,0
10,12,129,107,61,43
3,5,39,9,1,0
10,9,629,95,3,0
12,12,95,62,4,2
7,9,842,725,2,2
7,5,1424,531,73,14
10,11,1331,817,16,7
19,25,515,488,8,5
3,5,134,77,11,5
20,25,974,561,78,59
6,7,349,230,23,1
1,1,88,82,2,2
43,46,1021,882,7,2
7,8,51,47,16,15
24,23,1120,972,13,8
3,6,139,130,7,6
11,15,944,648,10,5
1,1,10,10,0,0
1,1,5,1,0,0
14,19,291,226,3,2
9,6,620,387,5,1
9,10,236,151,1,0
2,2,33,20,0,0
1,1,44,32,2,2
34,38,1345,1126,21,8
25,23,633,443,7,3
23,24,962,825,24,11
3,5,273,200,68,59
0,0,137,56,2,0
0,0,131,101,19,6
1,1,76,44,0,0
45,46,2070,1652,111,29
1,1,230,210,4,3
9,7,312,271,5,3
8,5,180,149,2,2
16,18,1533,797,58,9
12,16,866,480,17,2
20,26,267,190,3,2
1,2,563,437,18,3
38,44,806,1263,13,3
5,5,257,107,5,2
10,9,651,401,6,2
3,4,34,8,2,0
3,6,635,423,14,5
6,11,452,300,13,5
20,27,831,677,23,10
32,40,754,703,5,0
7,9,64,63,0,0
1,9,1455,934,1,0
11,13,84,68,2,0
11,14,138,115,46,37
4,5,27,11,0,0
10,12,696,145,2,0
11,12,92,63,7,2
6,9,838,713,4,2
6,6,1343,514,55,15
8,10,1406,784,15,7
17,25,513,488,17,12
3,3,134,80,10,6
20,24,951,545,81,57
6,7,363,241,16,2
2,2,81,79,1,1
43,47,973,861,6,5
6,8,52,47,13,13
22,22,1085,945,12,7
4,6,151,143,7,7
10,15,900,634,7,5
1,1,9,9,0,0
2,1,5,1,2,0
12,16,284,226,4,2
10,7,596,370,4,1
8,10,221,153,1,0
2,2,27,19,0,0
1,1,37,30,2,2
33,38,1324,1103,17,8
25,24,710,457,8,3
23,24,1009,828,7,6
3,5,279,199,68,56
0,0,164,53,0,0
0,0,120,100,17,7
1,1,77,50,0,0
43,45,2059,1623,95,28
1,1,217,201,3,1
8,8,296,256,6,3
6,5,172,154,1,1
17,18,1447,795,65,12
13,16,848,480,19,4
21,26,265,189,3,2
1,3,575,421,24,5
39,44,824,1281,14,5
5,5,265,111,11,3
9,8,767,411,6,2
3,4,33,7,0,0
4,6,630,394,12,5
6,11,460,296,13,4
20,28,870,678,24,10
30,40,754,699,5,0
7,9,64,63,0,0
3,10,1261,897,22,6
11,12,79,69,1,0
10,13,127,99,42,39
3,5,32,11,0,0
8,8,663,154,3,2
13,12,94,59,6,1
6,9,837,721,5,2
6,6,1346,510,60,13
9,10,1381,804,16,4
19,26,531,497,10,5
4,4,160,88,11,6
20,23,981,547,76,52
6,6,382,256,27,3
1,1,90,84,1,1
43,47,1026,878,4,3
6,8,57,48,13,13
21,21,1057,951,13,7
4,5,159,145,9,7
10,15,912,626,3,3
1,1,9,9,0,0
2,1,9,2,3,0
15,19,312,241,3,2
10,7,599,367,1,1
9,10,204,152,1,0
2,2,22,15,0,0
1,1,39,33,2,2
33,38,1394,1197,11,8
25,27,715,478,7,4
24,24,1092,887,27,20
4,7,287,208,74,65
0,0,178,65,2,0
2,2,118,99,13,6
1,1,72,44,0,0
